gene_name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
REL,114.42451384859302,1.013250226326978,0.17443321748647242,5.963847138125391,2.463672332831909e-09,8.469605296260367e-09
RELA,6118.075005026135,0.1478112128292723,0.06072769277810576,2.441650201539957,0.014620305064285648,0.025237110476980226
RELB,504.3931786045545,1.9778423603514754,0.09762674570308152,20.351504965272802,4.502375647014301e-92,1.310133696042534e-90
RELL1,160.03700701014176,0.2695009798861588,0.14810010995900638,1.8557937474401467,0.063482962137731,0.0956601636226701
RELL2,854.4538566808909,0.28244303940690274,0.08988326386529677,3.163542391397805,0.0015586165119487864,0.003129225406242285
RELT,818.5325491624767,0.5965454430279876,0.08197244244094318,7.330799482173785,2.2878376009158813e-13,1.0004261289499474e-12
REM2,8.05634867974449,0.006151762712712671,0.5136901256637397,0.01317158419264913,0.9894909002039731,0.992046274788778
REN,2.655637187131039,4.404709727259079,2.620159441686471,2.3087245346970424,0.02095887198934523,0.03513083039747347
RENBP,5.298392661692235,0.5757523016214882,0.6682144456596971,1.333141141504834,0.182485490321866,0.2446203090326041
REP15,67.38136356715228,-3.0346626258086404,0.3006960400110609,-10.266217154449658,1.0005121494296585e-24,7.301766108423602e-24
REPIN1,7967.06815614791,-0.36961125602888817,0.06704211527945024,-5.540208267062669,3.0211213431911976e-08,9.654123352654948e-08
REPS1,1209.2815184838955,0.23059889368396214,0.05922221035245218,3.9070719777055976,9.342133084636556e-05,0.00021844973161181145
REPS2,299.2063376415396,2.0042652807180885,0.1124376345471966,17.929849342997663,6.896630334294354e-72,1.4405992786215648e-70
RER1,1930.1914247561788,0.18479313125406316,0.05020474418564429,3.6870504693601407,0.00022686837541342831,0.0005079562409791212
RERE,6749.623348633464,-1.2094201568723484,0.05743760055614338,-21.11963863703109,5.2494950921446e-99,1.6744732140614348e-97
REREP3,3.758193815221911,-0.32922459233342155,0.6450680689321396,-0.8476998444640167,0.3966051530088177,0.47748008625984056
REST,1686.0613195606988,-0.2908724617040962,0.07435107045239296,-3.930650005085172,8.471651895489858e-05,0.0001989132367908424
RET,1.6049515382285344,-1.0175539289450521,2.060977144559516,-1.9199795776868476,0.054860479064398865,
RETSAT,679.1000019285898,0.17340442916400253,0.07433906832670695,2.3459677717131053,0.018977748350819022,0.0320463420857189
REV1,1516.8936607993828,-0.22234995930133603,0.0693290802959315,-3.233231194103641,0.001223984638043512,0.002501883072266416
REV3L,533.8251157042996,0.014616270170367967,0.08276965536427415,0.17642009008708828,0.8599639225876423,0.8910907985044921
REXO1,612.0666577369321,0.11318950670388174,0.09768453029662008,1.1701950598092583,0.24192248044865217,0.3124030603035207
REXO2,1693.2260058815878,0.38281564798410306,0.05377934048087689,7.154750644200061,8.382515423094021e-13,3.5551424990510937e-12
REXO4,987.1246583440739,0.19735949194456354,0.0640358434969352,3.096640698561311,0.001957269526302785,0.0038758222256981127
RFC1,3358.3615508340217,-0.15611113534572182,0.05160882359629938,-3.026346598350743,0.002475283855036172,0.004836618355095845
RFC2,4242.098119630015,0.4952505414795718,0.04020746687573004,12.335238945002112,5.851507914197038e-35,5.9323854439665136e-34
RFC3,2669.807174141626,0.5230615647302909,0.05201718244693279,10.082204696748796,6.622324978023828e-24,4.6928618412825625e-23
RFC4,3033.2251332026035,0.0785207997329215,0.053036288870779914,1.474592320341002,0.14032218081781775,0.19443789954532995
RFC5,5468.799896216311,-0.34256287557936965,0.05003986975198532,-6.879836070698916,5.992147461384202e-12,2.4188945255605463e-11
RFESD,100.58049358923678,0.2920731084593431,0.20924149928929622,1.4532233417228713,0.14616175335449036,0.2016131990575393
RFFL,957.7045360460662,-0.40984288268682095,0.07162517417538865,-5.759194545239606,8.45162496704319e-09,2.8020103020292952e-08
RFK,718.4922397511376,0.900857533902332,0.07342540079003532,12.34666521406055,5.07727270185855e-35,5.160597036748567e-34
RFNG,343.29006875925205,0.30773238669777153,0.10947728552921103,2.843354566195005,0.004464137761004557,0.008410947057517701
RFPL2,2.4888531975444477,-0.13971707603542324,0.6922911219112421,-0.4597236123801562,0.6457146187765601,0.7119589628059371
RFPL3,2.842242763935425,-0.695508811065922,0.9566337822185927,-1.5744251168227568,0.1153892009293638,0.16369428798508767
RFPL3-AS1,4.181768147666266,-0.18449516125238688,0.6134441775658207,-0.4940802156925857,0.6212495295980521,0.6904089501700835
RFPL4A,9.21123791483548,-0.9014520530827291,0.6878413829529862,-1.8943816868006065,0.05817436542392849,0.08834749401061838
RFT1,980.932685078526,-0.6242630998207875,0.06456471956271005,-9.714411997397915,2.6175541727736314e-22,1.7396079235088888e-21
RFTN1,47.96805904845568,0.43369236667028827,0.24169869887537476,1.8971651070201185,0.057806150483919974,0.08787131097818301
RFTN2,2.401563301163981,-0.20319851861837857,0.6524789690442664,-0.5671891658607454,0.5705856680184096,0.6455171237684431
RFWD2,1017.3113118243322,-0.033012738375114925,0.06435469806910277,-0.5149401659112601,0.6065948321597685,0.6774838801118513
RFWD3,2393.1016350888654,-0.06558817505308387,0.04761889733178419,-1.3890741268731308,0.16481021042494426,0.22382970301483257
RFX1,182.72124191094113,-0.3312435266874504,0.137835110193194,-2.4403866741810645,0.014671548424358388,0.025317328303394674
RFX2,359.2107202348532,0.01425609562015955,0.103801776106722,0.13779148824674795,0.8904052115851253,0.9167850283201009
RFX3,78.1553359972922,0.23770935236740784,0.2067458803889848,1.1952981243239487,0.23197057235945862,0.3011718656460524
RFX4,1.6447756004391312,0.07707340977149899,0.8207419725800859,0.5324444702466042,0.5944181920313985,
RFX5,1492.533557321788,0.34148889665618115,0.05634545751415423,6.0761202477311755,1.2312509542394917e-09,4.324320705787729e-09
RFX7,611.5718068012956,-0.2307288384753353,0.07985440010088886,-2.904010018385117,0.003684163708594408,0.0070203320662872255
RFX8,25.71678047993765,0.43401279339059623,0.361712969765197,1.3633877234354217,0.17276034810393404,0.2333129527210519
RFXANK,1457.037972759753,0.07402592719997698,0.06305333994660783,1.1766642449729172,0.23932954427868558,0.3094564058719609
RFXAP,253.0660694069363,0.37089177940881896,0.11799411260902039,3.1873041253419614,0.0014360568879947739,0.0029014619809866484
RGAG1,1.1201332157945503,0.29530954062801285,0.7733119548811047,1.0279902260468075,0.3039544253284182,
RGAG4,76.07428491876111,-1.7327409483387322,0.22840132361889956,-7.799988302383476,6.191291421308061e-15,2.954926103537043e-14
RGCC,639.2822519000626,0.06960952788675492,0.08158703513031887,0.8565958603328481,0.39166827433294427,0.4724656250517221
RGL1,157.15329804216188,-0.1996037453274727,0.1471006825297482,-1.3838882809780593,0.16639266566063227,0.22563231038680218
RGL3,167.50350691380996,-0.20107512293720287,0.1820751296939452,-1.1398211153631386,0.25436083485147154,0.32614948434144286
RGL4,42.872697370978216,-0.051567744555496245,0.26669243028485506,-0.2083242286204757,0.8349758149238679,0.8710958934353545
RGMA,136.20207405610032,0.852445851415289,0.22044146577587864,4.041036883287542,5.3215387139668974e-05,0.00012758387062842462
RGMB,271.6702188864199,0.22562326776383343,0.11320626387450808,2.0165067404267756,0.04374701410413868,0.06828017488679891
RGP1,402.9680789982744,0.27418163155817155,0.09478406040537779,2.9151893689512245,0.0035547277809394222,0.006792389206388089
RGPD1,72.97672459525656,0.09716950279057195,0.20488932471396532,0.4911921685307354,0.6232905374408657,0.6922695893131157
RGPD2,55.072694636691786,0.03173268954174429,0.23150431940056174,0.14240229206509253,0.8867622520314489,0.913802587439115
RGPD3,32.065665614485866,-0.7805115147494126,0.34959673432220195,-2.499798480699853,0.01242639701306172,0.021749610870563384
RGPD4,29.987508348983322,-0.5997207054356467,0.33808969577993403,-1.9823641966949148,0.04743849374615206,0.0735513836896067
RGPD5,607.0914686433218,-0.4230733453775622,0.08684759575726832,-4.90789932216929,9.205708680692642e-07,2.616558304831871e-06
RGPD6,470.3711191394052,-0.3936992150408462,0.09857494170381476,-4.046824908965658,5.1917045151643435e-05,0.0001245649092069202
RGPD8,142.08171676094628,-0.4501861952461792,0.16762893570016082,-2.7602798531766295,0.0057751866475183235,0.010695014062658425
RGS10,722.6313976507347,1.392698521621779,0.07779737109071469,17.991691250339933,2.26343256957764e-72,4.77179552449898e-71
RGS11,54.99713464291419,-2.1642270312701326,0.3039250420791605,-7.381185875715635,1.568857949217798e-13,6.932679616240891e-13
RGS12,706.3879809632726,-0.9982661305658098,0.08378801073950658,-11.991064449590208,3.9578613886943995e-33,3.8272952444622577e-32
RGS14,310.07692203134803,0.10816377111948158,0.10919648790685152,0.994798012949176,0.3198345128743568,0.397874633952414
RGS16,61.273801261203076,0.6736425692282558,0.24213875647744326,2.9420170363156424,0.0032608198724950604,0.006265387483160777
RGS17,1.1981815005314718,-0.055335357232113774,0.6902423229031118,-0.1915719416821741,0.8480775226934588,
RGS19,1145.2126412983273,0.3764282119499834,0.09254085010105625,4.095062870490901,4.220538408782939e-05,0.00010231238174321968
RGS2,7.83428130310305,0.6930729308953472,0.5723773326999706,1.6328408610859084,0.10250247075428814,0.14732994645078604
RGS20,4.319465382073026,-0.8022155499256977,0.9319594698637125,-1.6799266960290509,0.09297157895896241,0.13483632093756762
RGS3,2430.4084566772444,-0.10846514477785135,0.062417740322829374,-1.7512961290478704,0.07989491416811867,0.11765078627199045
